Name,Category,Instagram_Username,Instagram_URL,YouTube_URL,Website_URL,Tags
📚 Sistema de Bibliotecas Medellín,Cultural,bibliotecasmed,https://instagram.com/bibliotecasmed,,,antioquia bibliotecasmed books city-of-eternal-spring colombia culture education library medellin research south-america spanish-speaking
🕊️ Centro Nacional Memoria Histórica,Other,centromemoriah,https://instagram.com/centromemoriah,,,centromemoriah
🕊️ Fundación Las Golondrinas,Other,fundacionlasgolondrinas,https://instagram.com/fundacionlasgolondrinas,,,california english-speaking fundacionlasgolondrinas los-angeles north-america usa west-coast
🏛️ Instituto Patrimonio Cartagena,Education,ipcc_cartagena,https://instagram.com/ipcc_cartagena,,,academic bolivar caribbean caribbean-coast cartagena coast colombia education heroic-city institute ipcc-cartagena ipcc_cartagena research south-america spanish-speaking unesco-heritage
🏛️ Mesa de Museos Medellín,Cultural,museos_de_medellin,https://instagram.com/museos_de_medellin,,,antioquia art city-of-eternal-spring colombia culture education heritage medellin museos_de_medellin museum tourism
🏛️ Museo de Antioquia,Cultural,museodeantioquia,https://instagram.com/museodeantioquia,,,art culture education heritage museodeantioquia museum tourism
🏛️ Museo de Bogotá,Cultural,museodebogota,https://instagram.com/museodebogota,,,art bogota capital-city colombia culture distrito-capital education heritage museodebogota museum tourism
🏛️ Museo del Oro,Cultural,museodeloro,https://instagram.com/museodeloro,,,art culture education heritage museodeloro museum tourism
🏛️ Museo Memoria y Tolerancia,Cultural,museomyt,https://instagram.com/museomyt,,,art culture education heritage museomyt museum tourism
🏛️ Museo Nacional,Cultural,museonacionalco,https://instagram.com/museonacionalco,,,art culture education heritage museonacionalco museum tourism
🌱 Agencia Desarrollo Rural,Other,adr_colombia,https://instagram.com/adr_colombia,,,adr-colombia adr_colombia
🌳 Ambiente Bogotá,Other,ambiente_bogota,https://instagram.com/ambiente_bogota,,,ambiente-bogota ambiente_bogota andean bogota capital-city colombia distrito-capital south-america spanish-speaking
🇺🇸 AmCham Colombia,Other,amchamcolombia,https://instagram.com/amchamcolombia,,,amchamcolombia american american-chamber andean bogota business co colombia colombian commerce english-speaking latin-america north-america south-america spanish-speaking united-states usa
🐵 Asociación Primatológica,Other,primatesapc,https://instagram.com/primatesapc,,,primatesapc
🌳 Asuntos Ambientales Cartagena,Other,asuntosambientalesctg,https://instagram.com/asuntosambientalesctg,,,asuntosambientalesctg bolivar caribbean caribbean-coast cartagena coast colombia heroic-city south-america spanish-speaking unesco-heritage
🦅 Birds Colombia,Other,birdscolombia,https://instagram.com/birdscolombia,,,andean birdscolombia co colombia colombian latin-america south-america spanish-speaking
💳 Colombia Fintech,Other,colombiafintech,https://instagram.com/colombiafintech,,,andean bogota co colombia colombiafintech colombian digital finance fintech innovation latin-america south-america spanish-speaking startups tech technology
🇩🇪 Hanns Seidel Stiftung,Other,hannsseidelcol,https://instagram.com/hannsseidelcol,,,bogota central-europe colombia democracy development eu europe foundation german-speaking germany hannsseidelcol spanish-speaking
🤲 HIAS Colombia,Organization,hiascolombia,https://instagram.com/hiascolombia,,,andean bogota co colombia colombian hias hiascolombia humanitarian latin-america migration ngo refugees south-america spanish-speaking
🌿 Instituto Ciencias Naturales,Education,icnunal,https://instagram.com/icnunal,,,academic education icnunal institute research
🌿 Instituto Humboldt,Education,instituto_humboldt,https://instagram.com/instituto_humboldt,,,academic education institute instituto-humboldt instituto_humboldt research
🇰🇷 KOICA Colombia,Other,koica_colombia,https://instagram.com/koica_colombia,,,aid andean asia bogota co colombia colombian cooperation development east-asia koica-colombia koica_colombia korea korean korean-speaking latin-america south-america south-korea spanish-speaking
🇺🇳 OCHA Colombia,Other,ochacolombia,https://instagram.com/ochacolombia,,,andean bogota co colombia colombian crisis-response humanitarian international latin-america multilateral ocha ochacolombia south-america spanish-speaking un united-nations
🇺🇳 OCHA Venezuela,Other,ocha_venezuela,https://instagram.com/ocha_venezuela,,,california caracas caribbean crisis-response english-speaking humanitarian international latin-america los-angeles multilateral north-america ocha ocha-venezuela ocha_venezuela south-america spanish-speaking un united-nations usa ve venezuela venezuelan west-coast
🌎 OEI Colombia,Education,oeicolombia,https://instagram.com/oeicolombia,,,andean bogota co colombia colombian cooperation education ibero-american latin-america oei oeicolombia south-america spanish-speaking
🇺🇳 ONU Mujeres Colombia,Organization,onumujerescol,https://instagram.com/onumujerescol,,,andean bogota co colombia colombian gender-equality international latin-america multilateral ngo onumujerescol south-america spanish-speaking un united-nations women
🇺🇳 ONU Mujeres México,Organization,onumujeresmx,https://instagram.com/onumujeresmx,,,gender-equality international mexico mexico-city multilateral ngo onumujeresmx spanish-speaking un united-nations women
🤝 Superintendencia Solidaria,Other,supersolidaria,https://instagram.com/supersolidaria,,,supersolidaria
🚗 SuperTransporte,Other,supertransporte_oficial,https://instagram.com/supertransporte_oficial,,,supertransporte-oficial supertransporte_oficial
🇺🇳 UNFPA Colombia,Other,unfpa_colombia,https://instagram.com/unfpa_colombia,,,andean bogota california co colombia colombian english-speaking health international latin-america los-angeles multilateral north-america population reproductive-health south-america spanish-speaking un unfpa unfpa-colombia unfpa_colombia united-nations usa west-coast
🇺🇳 UNICEF Colombia,Other,unicef_colombia,https://instagram.com/unicef_colombia,,,andean co colombia colombian international latin-america multilateral south-america spanish-speaking un unicef-colombia unicef_colombia united-nations
🇪🇺 Unión Europea en Colombia,Other,ueencolombia,https://instagram.com/ueencolombia,,,andean co colombia colombian eu europe european-union latin-america south-america spanish-speaking ueencolombia
🐼 WWF Colombia,Other,wwf_colombia,https://instagram.com/wwf_colombia,,,andean co colombia colombian latin-america south-america spanish-speaking wwf-colombia wwf_colombia
🦁 Zoológico de Cali,Other,zoologicodecali,https://instagram.com/zoologicodecali,,,cali colombia pacific salsa-capital south-america spanish-speaking valle-del-cauca zoologicodecali
⚖️ Amnistía Internacional,Organization,aimexico,https://instagram.com/aimexico,,,aimexico amnesty civil-rights human-rights justice mexico ngo
❤️ Cruz Roja Colombiana,Organization,cruzrojacol,https://instagram.com/cruzrojacol,,,colombia cruzrojacol emergency humanitarian medical ngo red-cross
🏛️ CIVIX Colombia,Other,civix_colombia,https://instagram.com/civix_colombia,,,andean bogota civic civix-colombia civix_colombia co colombia colombian democracy governance latin-america south-america spanish-speaking technology
🏞️ Parques Nacionales,Other,parquescolombia,https://instagram.com/parquescolombia,,,parquescolombia
👁️ Transparencia por Colombia,Organization,transparenciacolombia,https://instagram.com/transparenciacolombia,,,andean bogota co colombia colombian corruption governance latin-america ngo south-america spanish-speaking transparenciacolombia transparency
🥤 7Up,Other,7upve,https://instagram.com/7upve,,,7upve beverages california caribbean english-speaking latin-america lemon-lime los-angeles north-america pepsico soda south-america spanish-speaking usa ve venezuela venezuelan west-coast
🥤 Coca-Cola,Other,cocacolave,https://instagram.com/cocacolave,,,beverages california caribbean coca-cola cocacolave cola english-speaking latin-america los-angeles north-america soda south-america spanish-speaking usa ve venezuela venezuelan west-coast
🌮 Doritos,Food & Beverage,doritosvzla,https://instagram.com/doritosvzla,,,california caribbean chips doritosvzla english-speaking food frito-lay latin-america los-angeles north-america pepsico snacks south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍿 Jack's,Food & Beverage,jacksvenezuela,https://instagram.com/jacksvenezuela,,,california caribbean english-speaking food jacksvenezuela latin-america los-angeles north-america popcorn snacks south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍵 Nestea,Other,nesteavzla,https://instagram.com/nesteavzla,,,beverages california caribbean english-speaking iced-tea latin-america los-angeles nesteavzla nestle north-america south-america spanish-speaking tea usa ve venezuela venezuelan west-coast
🍪 Oreo,Other,oreo.venezuela,https://instagram.com/oreo.venezuela,,,california caribbean cookies english-speaking latin-america los-angeles mondelez north-america oreo.venezuela snacks south-america spanish-speaking sweets usa ve venezuela venezuelan west-coast
🍕 Papa John's,Food & Beverage,papajohnsve,https://instagram.com/papajohnsve,,,california caribbean delivery english-speaking fast-food latin-america los-angeles north-america papajohnsve pizza restaurant south-america spanish-speaking usa ve venezuela venezuelan west-coast
🥤 Pepsi,Other,pepsiven,https://instagram.com/pepsiven,,,beverages california caribbean cola english-speaking latin-america los-angeles north-america pepsico pepsiven soda south-america spanish-speaking usa ve venezuela venezuelan west-coast
🥤 PepsiCo,Other,pepsicovzla,https://instagram.com/pepsicovzla,,,beverages california caribbean english-speaking latin-america los-angeles multinational north-america pepsico pepsicovzla soda south-america spanish-speaking usa ve venezuela venezuelan west-coast
☕ Nescafé,Food & Beverage,nescafeve,https://instagram.com/nescafeve,,,beverages cafe coffee dining instant-coffee nescafeve nestle venezuela
🥛 Alimentos La Granja,Other,somoslagranja,https://instagram.com/somoslagranja,,,california caribbean dairy english-speaking latin-america local-brand los-angeles milk north-america somoslagranja south-america spanish-speaking usa ve venezuela venezuelan west-coast yogurt
🍿 Alimentos Munchy,Other,alimentosmunchy,https://instagram.com/alimentosmunchy,,,alimentosmunchy california caribbean chips english-speaking latin-america local-brand los-angeles north-america popcorn snacks south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍬 Bonobon,Other,bonobon_vzla,https://instagram.com/bonobon_vzla,,,arcor bonobon-vzla bonobon_vzla california candy caribbean chocolate english-speaking latin-america los-angeles north-america south-america spanish-speaking sweets usa ve venezuela venezuelan wafer west-coast
🧀 ChisKesitos,Food & Beverage,chiskesitos,https://instagram.com/chiskesitos,,,california caribbean cheese chiskesitos english-speaking food latin-america local-brand los-angeles north-america snacks south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍪 Danibisk,Other,danibiskoficialve,https://instagram.com/danibiskoficialve,,,biscuits california caribbean cookies danibiskoficialve english-speaking latin-america local-brand los-angeles north-america snacks south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍬 Gomitas Trolli,Other,trolligomitas,https://instagram.com/trolligomitas,,,california candy caribbean english-speaking gummy international latin-america los-angeles north-america south-america spanish-speaking sweets trolli trolligomitas usa ve venezuela venezuelan west-coast
🍴 Iberia,Food & Beverage,iberiavenezuela,https://instagram.com/iberiavenezuela,,,california canned-goods caribbean english-speaking food iberiavenezuela latin-america los-angeles north-america sardines south-america spanish-speaking tuna usa ve venezuela venezuelan west-coast
🥣 Maizoritos,Other,cerealesmaizoritos,https://instagram.com/cerealesmaizoritos,,,ai artificial-intelligence breakfast california caribbean cereal cerealesmaizoritos corn english-speaking innovation latin-america local-brand los-angeles north-america south-america spanish-speaking technology usa ve venezuela venezuelan west-coast
🥛 MiGurt,Other,migurtve,https://instagram.com/migurtve,,,california caribbean dairy english-speaking latin-america local-brand los-angeles migurtve north-america probiotics south-america spanish-speaking usa ve venezuela venezuelan west-coast yogurt
🌾 Molinos Nacionales MONACA,Other,monaca.ve,https://instagram.com/monaca.ve,,,california caribbean corn-flour english-speaking flour harina-pan latin-america local-brand los-angeles monaca.ve north-america south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍴 Osole Foods,Food & Beverage,osole_foods,https://instagram.com/osole_foods,,,cuisine dining food gastronomy osole_foods restaurant
🥛 Parmalat,Other,parmalatve,https://instagram.com/parmalatve,,,california caribbean dairy english-speaking international latin-america los-angeles milk north-america parmalat parmalatve south-america spanish-speaking usa ve venezuela venezuelan west-coast yogurt
🍝 Pastas Capri,Food & Beverage,pastascaprive,https://instagram.com/pastascaprive,,,california caribbean english-speaking food italian latin-america local-brand los-angeles north-america pasta pastascaprive south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍝 Pastas Sindoni,Food & Beverage,pastassindoni,https://instagram.com/pastassindoni,,,california caribbean english-speaking food italian latin-america local-brand los-angeles north-america pasta pastassindoni south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍫 Pirulin,Other,pirulinve,https://instagram.com/pirulinve,,,california candy caribbean chocolate english-speaking latin-america local-favorite los-angeles north-america pirulinve south-america spanish-speaking sweets usa ve venezuela venezuelan wafer west-coast
🥩 Plumrose,Food & Beverage,plumrosevzla,https://instagram.com/plumrosevzla,,,california caribbean deli english-speaking food latin-america los-angeles meat north-america plumrosevzla processed-meat south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍴 Primor,Food & Beverage,primorvzla,https://instagram.com/primorvzla,,,california caribbean cooking-oil english-speaking food latin-america local-brand los-angeles margarine north-america primorvzla south-america spanish-speaking usa ve venezuela venezuelan west-coast
🍫 Savoy,Other,savoynestle,https://instagram.com/savoynestle,,,california candy caribbean chocolate english-speaking latin-america local-favorite los-angeles nestle north-america savoynestle south-america spanish-speaking sweets usa ve venezuela venezuelan west-coast
🧈 Tealca,Other,tealacavenezuela,https://instagram.com/tealacavenezuela,,,butter california caribbean dairy english-speaking latin-america local-brand los-angeles margarine north-america south-america spanish-speaking tealacavenezuela usa ve venezuela venezuelan west-coast
☕ Café Sello Rojo,Food & Beverage,cafe.sellorojo,https://instagram.com/cafe.sellorojo,,,beverages cafe cafe.sellorojo coffee colombian-coffee dining venezuela
🇦🇷 Argentina in China,Other,arginchina,https://instagram.com/arginchina,,,argentina argentinian arginchina asia china chinese east-asia latin-america south-america southern-cone spanish-speaking
🇨🇱 Chile in China,Other,embachilechina,https://instagram.com/embachilechina,,,asia chile chilean china chinese east-asia embachilechina latin-america pacific south-america southern-cone spanish-speaking
🇨🇳 China in Chile,Other,embchinachile,https://instagram.com/embchinachile,,,asia chile chilean china chinese chinese-speaking east-asia embchinachile latin-america pacific south-america southern-cone spanish-speaking
🇵🇦 China in Panama,Other,chinaembpa,https://instagram.com/chinaembpa,,,asia central-america china chinaembpa chinese east-asia latin-america panama panamanian spanish-speaking
🇩🇴 China in Rep. Dom.,Other,chinaembajada,https://instagram.com/chinaembajada,,,asia caribbean china chinaembajada chinese dominican-republic east-asia island latin-america spanish-speaking
🇪🇨 Ecuador in China,Other,embajadaecuador.china,https://instagram.com/embajadaecuador.china,,,andean asia china chinese east-asia ecuador ecuadorian embajadaecuador.china latin-america south-america spanish-speaking
🇵🇾 Paraguay in Taiwan,Other,embapartaiwan,https://instagram.com/embapartaiwan,,,ai artificial-intelligence embapartaiwan innovation landlocked latin-america paraguay paraguayan south-america spanish-speaking technology
🇵🇪 Peru in China,Other,embajada_del_peru_en_china,https://instagram.com/embajada_del_peru_en_china,,,andean asia china chinese east-asia embajada-del-peru-en-china embajada_del_peru_en_china latin-america pacific peru peruvian south-america spanish-speaking
🇻🇪 Venezuela in China,Other,embavechina,https://instagram.com/embavechina,,,asia california caribbean china chinese east-asia embavechina english-speaking latin-america los-angeles north-america south-america spanish-speaking usa ve venezuela venezuelan west-coast
🇨🇴 Presidencia de Colombia,Government,infopresidencia,https://instagram.com/infopresidencia,,,andean bogota casa-narino co colombia colombian executive government infopresidencia latin-america politics president south-america spanish-speaking
⚖️ Consejo Superior Judicatura,Government,consejosuperiorjudicatura,https://instagram.com/consejosuperiorjudicatura,,,bogota colombia consejosuperiorjudicatura courts government judiciary justice legal
⚖️ Corte Suprema,Other,cortesupremaj,https://instagram.com/cortesupremaj,,,cortesupremaj
🌾 MinAgricultura,Other,minagriculturacol,https://instagram.com/minagriculturacol,,,cultural minagriculturacol
🌳 MinAmbiente Colombia,Other,minambientecol,https://instagram.com/minambientecol,,,andean co colombia colombian latin-america minambientecol south-america spanish-speaking
🔬 Minciencias,Government,minciencias_co,https://instagram.com/minciencias_co,,,administration bogota colombia government innovation minciencias-co minciencias_co ministry public-sector research science spanish-speaking technology
🎨 MinCultura Colombia,Other,mincultura,https://instagram.com/mincultura,https://www.youtube.com/@MinisterioCulturaColombia,https://www.mincultura.gov.co/,cultural mincultura
🎓 MinEducación,Other,mineducacioncol,https://instagram.com/mineducacioncol,https://www.youtube.com/@Mineducacion,https://www.mineducacion.gov.co/,mineducacioncol
⚖️ MinIgualdad,Government,minigualdadcol,https://instagram.com/minigualdadcol,,,bogota colombia gender-equality government lgbti minigualdadcol ministry rights women
⚖️ MinJusticia,Government,minjusticiaco,https://instagram.com/minjusticiaco,,,bogota colombia government justice law legal-system ministry minjusticiaco prisons
⚡ MinMinas y Energía,Government,ministeriominasyenergia,https://instagram.com/ministeriominasyenergia,,,bogota colombia energy gas government mining ministeriominasyenergia ministry oil petroleum
🏥 MinSalud,Other,minsaludcol,https://instagram.com/minsaludcol,,https://www.minsalud.gov.co/,minsaludcol
💼 MinTrabajo,Other,mintrabajocol,https://instagram.com/mintrabajocol,,https://www.mintrabajo.gov.co/,mintrabajocol
🚗 Ministerio de Transporte,Government,mintransporteco,https://instagram.com/mintransporteco,,,administration government ministry mintransporteco public-sector
🚁 Aviación Policial,Other,aviacionpolicialcolombia,https://instagram.com/aviacionpolicialcolombia,,,aviacionpolicialcolombia
🎓 Educación Policial,Other,educacionponal,https://instagram.com/educacionponal,,,educacionponal
⚓ Escuela Naval,Other,escuelanavaldecadetes,https://instagram.com/escuelanavaldecadetes,,,california english-speaking escuelanavaldecadetes los-angeles north-america usa west-coast
✈️ Fuerza Aérea,Other,fuerzaaereacol,https://instagram.com/fuerzaaereacol,,,fuerzaaereacol
👮 Policía Bucaramanga,Other,policiabmanga,https://instagram.com/policiabmanga,,,bucaramanga city-of-parks colombia policiabmanga santander south-america spanish-speaking
👮 Policía Cúcuta,Other,policiacucuta,https://instagram.com/policiacucuta,,,policiacucuta
👮 Policía Medellín,Other,policiamedellin_,https://instagram.com/policiamedellin_,,,antioquia city-of-eternal-spring colombia medellin policiamedellin- policiamedellin_ south-america spanish-speaking
👮 Policía Nacional,Other,policiadecolombia,https://instagram.com/policiadecolombia,,,policiadecolombia
💧 Aguas de Cartagena,Other,aguasdecartagena,https://instagram.com/aguasdecartagena,,,aguasdecartagena bolivar caribbean caribbean-coast cartagena coast colombia heroic-city south-america spanish-speaking unesco-heritage
🏛️ Alcaldía de Barranquilla,Government,alcaldiabarranquilla,https://instagram.com/alcaldiabarranquilla,,,administration alcaldiabarranquilla atlantico barranquilla california caribbean caribbean-coast city-hall colombia english-speaking golden-gate local-government los-angeles municipality north-america south-america spanish-speaking usa west-coast
🏛️ Alcaldía Cartagena,Government,alcaldiacartagena,https://instagram.com/alcaldiacartagena,,,administration alcaldiacartagena bolivar caribbean caribbean-coast cartagena city-hall coast colombia heroic-city local-government municipality south-america spanish-speaking unesco-heritage
🤝 Gerencia Social Barranquilla,Other,gerenciasocialbaq,https://instagram.com/gerenciasocialbaq,,,atlantico barranquilla california caribbean caribbean-coast colombia english-speaking gerenciasocialbaq golden-gate los-angeles north-america south-america spanish-speaking usa west-coast
🎓 Secretaría Educación Bqlla,Other,sed_barranquilla,https://instagram.com/sed_barranquilla,,,california english-speaking los-angeles north-america sed-barranquilla sed_barranquilla usa west-coast
🎓 Sec Educación Cartagena,Other,seceducacionctg,https://instagram.com/seceducacionctg,,,bolivar caribbean caribbean-coast cartagena coast colombia heroic-city seceducacionctg south-america spanish-speaking unesco-heritage
🚌 Transmetro Barranquilla,Other,transmetrobaq,https://instagram.com/transmetrobaq,,,atlantico barranquilla california caribbean caribbean-coast colombia english-speaking golden-gate los-angeles north-america south-america spanish-speaking transmetrobaq usa west-coast
🏛️ Alcaldía de Caldas,Government,alcaldiadecaldas,https://instagram.com/alcaldiadecaldas,,,administration alcaldiadecaldas caldas city-hall coffee-region colombia government local-government manizales municipal municipality south-america spanish-speaking
✈️ IDT Bogotá,Other,bogota_turismo,https://instagram.com/bogota_turismo,,,andean bogota bogota-turismo bogota_turismo capital-city colombia distrito-capital south-america spanish-speaking
☮️ Consejería de Paz Bogotá,Other,consejeriapaz,https://instagram.com/consejeriapaz,,,andean bogota capital-city colombia consejeriapaz distrito-capital south-america spanish-speaking
🎓 Educación,Government,educacion_bogota,https://instagram.com/educacion_bogota,,,andean bogota colombia educacion-bogota educacion_bogota education government south-america spanish-speaking
🎓 Secretaría Educación Medellín,Other,educacionmed,https://instagram.com/educacionmed,,,antioquia city-of-eternal-spring colombia educacionmed medellin south-america spanish-speaking
🚇 Metro de Bogotá,Other,elmetrobogota,https://instagram.com/elmetrobogota,,,andean bogota capital-city colombia distrito-capital elmetrobogota south-america spanish-speaking
🤲 Integración Social,Government,integracionsocialbog,https://instagram.com/integracionsocialbog,,,andean bogota colombia government integracionsocialbog social-services south-america spanish-speaking
🤝 Participación,Government,participacionbogota,https://instagram.com/participacionbogota,,,andean bogota colombia government participacionbogota participation south-america spanish-speaking
🎨 Popayán Cultural,Other,popayancultural,https://instagram.com/popayancultural,,,cauca colombia cultural popayan popayancultural white-city
🎭 Cultura y Turismo Popayán,Travel,secculturayturismopopayan,https://instagram.com/secculturayturismopopayan,,,cauca colombia cultural destination popayan secculturayturismopopayan tourism travel visitor white-city
⚽ Deporte Popayán,Other,secdeportepopayan,https://instagram.com/secdeportepopayan,,,cauca colombia popayan secdeportepopayan south-america spanish-speaking white-city
🔍 Secretaría de Transparencia,Government,stransparenciaoficial,https://instagram.com/stransparenciaoficial,,,accountability anti-corruption bogota colombia government spanish-speaking stransparenciaoficial transparency
🚌 TransMilenio,Other,transmilenio,https://instagram.com/transmilenio,,https://www.transmilenio.gov.co/,transmilenio
🏛️ Alcaldía de Cúcuta,Government,alcaldiacucuta,https://instagram.com/alcaldiacucuta,,,administration alcaldiacucuta city-hall local-government municipality
🏛️ Alcaldía de Ibagué,Government,alcaldiadeibague,https://instagram.com/alcaldiadeibague,,,administration alcaldiadeibague city-hall colombia ibague local-government municipality south-america spanish-speaking tolima
🎭 Cultura Cali,Other,caliculturacol,https://instagram.com/caliculturacol,,,cali caliculturacol colombia cultural pacific salsa-capital valle-del-cauca
🌳 DAGMA Oficial,Other,dagmaoficial,https://instagram.com/dagmaoficial,,,dagmaoficial
🎓 Educación,Government,educacioncali,https://instagram.com/educacioncali,,,cali colombia educacioncali education government pacific south-america valle-del-cauca
🚓 Seguridad Cali,Other,seguridadcali,https://instagram.com/seguridadcali,,,cali colombia pacific salsa-capital seguridadcali south-america spanish-speaking valle-del-cauca
🏛️ Alcaldía Mayor de Bogotá,Government,alcaldiabogota,https://instagram.com/alcaldiabogota,https://www.youtube.com/@AlcaldiaBogota,https://bogota.gov.co/,administration alcaldiabogota andean bogota capital-city city-hall colombia distrito-capital government local-government municipality politics south-america spanish-speaking
🏛️ Alcaldía Popayán,Government,alcaldiapopayan,https://instagram.com/alcaldiapopayan,,,administration alcaldiapopayan cauca city-hall colombia local-government municipality popayan south-america spanish-speaking white-city
🏛️ Alcaldía Tunja,Government,alcaldiadetunja,https://instagram.com/alcaldiadetunja,,,administration alcaldiadetunja andes boyaca city-hall colombia local-government municipality south-america spanish-speaking tunja
🏛️ Alcaldía Bucaramanga,Government,alcaldiadebucaramanga,https://instagram.com/alcaldiadebucaramanga,,,administration alcaldiadebucaramanga bucaramanga city-hall city-of-parks colombia government local-government municipal municipality santander south-america spanish-speaking
🕊️ Centro Memoria Bogotá,Other,centromemoriabogota,https://instagram.com/centromemoriabogota,,,andean bogota capital-city centromemoriabogota colombia distrito-capital south-america spanish-speaking
🗳️ Consejo Nacional Electoral,Government,cne_colombia,https://instagram.com/cne_colombia,,,bogota cne-colombia cne_colombia colombia democracy elections electoral government spanish-speaking voting
🏛️ Cultura Ciudadana,Other,bogotaescivica,https://instagram.com/bogotaescivica,,,bogotaescivica cultural
🛡️ Defensoría del Pueblo,Other,defensoriacol,https://instagram.com/defensoriacol,,,defensoriacol
🏞️ Espacio Público Bogotá,Other,miespacioesbogota,https://instagram.com/miespacioesbogota,,,andean bogota capital-city colombia distrito-capital miespacioesbogota south-america spanish-speaking
🏛️ Función Pública,Government,funcionpublicacolombia,https://instagram.com/funcionpublicacolombia,,,bogota civil-service colombia employment funcionpublicacolombia government public-service spanish-speaking
🏛️ Gobernación de Bolívar,Other,gobbolivar,https://instagram.com/gobbolivar,,,gobbolivar
🏛️ Gobernación Risaralda,Other,gobernacionrisaralda,https://instagram.com/gobernacionrisaralda,,,gobernacionrisaralda
🏛️ Gobernación Tolima,Other,gobertolima,https://instagram.com/gobertolima,,,gobertolima lima pacific peru south-america spanish-speaking
🏛️ Gobierno Bogotá,Government,gobiernbta,https://instagram.com/gobiernbta,,,andean bogota capital-city colombia distrito-capital gobiernbta government south-america spanish-speaking
🏘️ Habitat,Government,habitatbogota,https://instagram.com/habitatbogota,,,andean bogota colombia government habitatbogota housing south-america spanish-speaking
🛡️ MinDefensa,Other,mindefensaco,https://instagram.com/mindefensaco,,,mindefensaco
🏛️ Ministerio del Interior,Government,mininterior,https://instagram.com/mininterior,,,administration government mininterior ministry public-sector
📻b Caracol Radio,Other,caracolradio,https://instagram.com/caracolradio,,,bogota broadcast broadcasting caracolradio colombia communication entertainment journalism media news radio spanish-speaking
🏦 Banco De Bogotá,Other,bancodebogota,https://instagram.com/bancodebogota,,https://www.bancodebogota.com/,andean bancodebogota bogota capital-city colombia distrito-capital south-america spanish-speaking
🏦 Bancolombia,Other,bancolombia,https://instagram.com/bancolombia,,https://www.bancolombia.com/,andean bancolombia colombia colombian latin-america south-america spanish-speaking
📰 Bloomberg Línea,Other,bloomberglineacolombia,https://instagram.com/bloomberglineacolombia,,,andean bloomberg bloomberglineacolombia bogota business co colombia colombian economy finance latin-america news south-america spanish-speaking
📻 Blu Radio,Other,bluradio,https://instagram.com/bluradio,,,bluradio broadcasting communication entertainment media
🏪 Bodegas Chinas,Other,bodegaschinas,https://instagram.com/bodegaschinas,,,asia bodegaschinas china chinese east-asia
📻 Caracol Radio,Other,caracolmedellin,https://instagram.com/caracolmedellin,,,antioquia broadcasting caracolmedellin colombia communication entertainment journalism local medellin media news radio south-america spanish-speaking
📺 Caracol Televisión,Other,caracoltv,https://instagram.com/caracoltv,,,caracoltv
📺 CNN en Español,Other,cnnee,https://instagram.com/cnnee,,,cnn cnnee communication english-speaking journalism latin-america media news spanish television usa
👟 Converse Colombia,Other,conversecol,https://instagram.com/conversecol,,,andean co colombia colombian conversecol latin-america south-america spanish-speaking
👟 Crocs Colombia,Other,crocscolombia_oficial,https://instagram.com/crocscolombia_oficial,,,andean co colombia colombian crocscolombia-oficial crocscolombia_oficial latin-america south-america spanish-speaking
📰 Cúcuta Noticias,Other,cucutanoticias,https://instagram.com/cucutanoticias,,,colombia communication cucuta cucutanoticias journalism local media news norte-santander spanish-speaking
📺 Disney+ Latinoamérica,Other,disneyplusla,https://instagram.com/disneyplusla,,,california disney disneyplusla english-speaking entertainment family latin-america los-angeles movies north-america streaming usa west-coast
💊 Droguerías Cafam,Other,drogueriascafam,https://instagram.com/drogueriascafam,,,drogueriascafam
📰 El Espectador,Other,elespectador,https://instagram.com/elespectador,,,bogota colombia elespectador journalism media news newspaper oldest spanish-speaking
📰 El País,Other,elpaiscali,https://instagram.com/elpaiscali,,,cali colombia elpaiscali journalism media news newspaper pacific south-america spanish-speaking valle-del-cauca
📰 EL TIEMPO,Other,eltiempo,https://instagram.com/eltiempo,,,andean bogota co colombia colombian eltiempo journalism latin-america media national news newspaper south-america spanish-speaking
📰 Forbes Colombia,Other,forbescolombia,https://instagram.com/forbescolombia,,,andean bogota business co colombia colombian economy entrepreneurship finance forbes forbescolombia latin-america magazine south-america spanish-speaking
📺 HBO Latinoamérica,Other,hbolatam,https://instagram.com/hbolatam,,,broadcasting california communication english-speaking entertainment hbo hbolatam latin-america los-angeles media north-america series streaming tv usa warner west-coast
🏭 Hermo S.A.,Other,somoshermo,https://instagram.com/somoshermo,,,somoshermo
📺 History Latinoamérica,Education,historylatam,https://instagram.com/historylatam,,,california documentary education english-speaking history-channel historylatam latin-america los-angeles north-america television usa west-coast
💻 HP Colombia,Other,hpcolombia_,https://instagram.com/hpcolombia_,,,andean co colombia colombian hpcolombia- hpcolombia_ latin-america south-america spanish-speaking
🚗 Hyundai Colombia,Other,hyundai_col,https://instagram.com/hyundai_col,,,ai andean artificial-intelligence co colombia colombian hyundai-col hyundai_col innovation latin-america south-america spanish-speaking technology
